original,converted
D-7,D:min7
A7,A:7
Eb7911#,Eb:9(#11)
G-69,G:min6(9)
Ebsus7,Eb:sus4(b7)
Gb-7,Gb:min7
Fsus7,F:sus4(b7)
Ab-7,Ab:min7
Esus7/A,E:sus4(b7)/4
Db+79#,"Db:aug(9,7)"
