original,converted
F#j7,F#:maj7
Ab7,Ab:7
Eb7,Eb:7
F7,F:7
Eb-7,Eb:min7
Dbj7,Db:maj7
Gbj7,Gb:maj7
Db6,Db:maj6
Gb-6,Gb:min6
F-7,F:min7
