original,converted
A-7,A:min7
C-6,C:min6
Eb7,Eb:7
Gj7,G:maj7
E79b,E:7(b9)
B-7,B:min7
Bbo,Bb:dim
Dsus7,D:sus4(b7)
Bb-7,Bb:min7
D7,D:7
