original,converted
Bb7,Bb:7
C-7,C:min7
F-7,F:min7
G7,G:7
C#-7,C#:min7
F#7,F#:7
C7,C:7
B-7,B:min7
Bbj7,Bb:maj7
Bj7,B:maj7
