original,converted
B7911#,B:9(#11)
G79b,G:7(b9)
F+/Ab,F:aug/b3
G+/Ab,G:aug/b9
A7,A:7
Eb-j7,Eb:minmaj7
Eb-7,Eb:min7
Gbj7,Gb:maj7
Eb-,Eb:min
Ab7,Ab:7
