original,converted
Bbj7,Bb:maj7
F-7,F:min7
G7,G:7
F79,F:9
C-7,C:min7
F7,F:7
Em7b5,E:hdim7
Bo7,B:dim7
Ebj7,Eb:maj7
Am7b5,A:hdim7
