original,converted
Bb7,Bb:7
Eb/C,Eb:maj/6
Db/C,Db:maj/7
F7alt,"F:(3,b5,b7,b9,b13)"
G-7,G:min7
C7,C:7
G7,G:7
Bo7,B:dim7
Ab-7,Ab:min7
D/C,D:maj/b7
