original,converted
Ab7,Ab:7
Fm7b5,F:hdim7
Db79b,Db:7(b9)
Fj7,F:maj7
Eb-7,Eb:min7
Gm7b5,G:hdim7
C79b,C:7(b9)
Db7,Db:7
Gb7,Gb:7
Dbo7,Db:dim7
