original,converted
F,F:maj
F#o,F#:dim
G-/F,G:min/b7
Bb,Bb:maj
Bb/F,Bb:maj/5
Fsus,F:sus4
G-,G:min
Eb/G,Eb:maj/3
F/A,F:maj/3
C-,C:min
