original,converted
Db-7,Db:min7
B7,B:7
Gb-7,Gb:min7
Ab7,Ab:7
Dj7,D:maj7
Ab-7,Ab:min7
Ej7,E:maj7
Eb7,Eb:7
NC,N
Aj7,A:maj7
