original,converted
NC,N
Ej7,E:maj7
Eb-7,Eb:min7
F-7,F:min7
Bb79b,Bb:7(b9)
B79b,B:7(b9)
E7alt,"E:(3,b5,b7,b9,b13)"
Dbj7,Db:maj7
F7/C,F:7/5
Db7alt,"Db:(3,b5,b7,b9,b13)"
