original,converted
Ebsus7913,"Eb:sus4(b7,113,9)"
Fsus7913,"F:sus4(b7,113,9)"
D79,D:9
Gbsus7913,"Gb:sus4(b7,113,9)"
Ebj7911#,Eb:maj9(#11)
