original,converted
C-7,C:min7
Bb7,Bb:7
F-7,F:min7
Ab7,Ab:7
F7,F:7
D-7,D:min7
G-7,G:min7
Ebj7,Eb:maj7
Bbj7,Bb:maj7
G7,G:7
