original,converted
Ab7,Ab:7
D7,D:7
Ebj7,Eb:maj7
F7,F:7
G7,G:7
Bb7,Bb:7
C-6,C:min6
Gb7,Gb:7
Db7,Db:7
Eb7,Eb:7
