original,converted
F7,F:7
Bbj7,Bb:maj7
G7,G:7
G-7,G:min7
Dbo,Db:dim
Cj7,C:maj7
Bo7,B:dim7
A-7,A:min7
Abo,Ab:dim
C-7,C:min7
