original,converted
C7,C:7
Gb7,Gb:7
Ebo,Eb:dim
D/F#,D:maj/3
Dbj7,Db:maj7
Cj7,C:maj7
Eb-7,Eb:min7
Dj7,D:maj7
Db6,Db:maj6
Ab7,Ab:7
