original,converted
C7,C:7
Fj7,F:maj7
Abj7,Ab:maj7
Gb-7,Gb:min7
G-7,G:min7
A-7,A:min7
A-,A:min
F#o,F#:dim
Gj7,G:maj7
F6,F:maj6
