original,converted
F-7,F:min7
Bb-7,Bb:min7
F7,F:7
C79#,C:7(#9)
Abj7,Ab:maj7
F79#,F:7(#9)
Cm7b5,C:hdim7
Bj7,B:maj7
Ab6,Ab:maj6
Eb7,Eb:7
