original,converted
Bbj7,Bb:maj7
Eb6,Eb:maj6
Eb-7,Eb:min7
F7,F:7
Bb7,Bb:7
G7,G:7
D7,D:7
C-7,C:min7
Bb,Bb:maj
C7,C:7
