original,converted
B+7,B:aug(b7)
F7,F:7
Bb7,Bb:7
Bo,B:dim
F#7,F#:7
B7,B:7
G-7,G:min7
E79#,E:7(#9)
Ab-7,Ab:min7
A7913b,A:9(1b13)
