original,converted
F-7,F:min7
F,F:maj
Gb7,Gb:7
Abo,Ab:dim
G-7,G:min7
Bb7,Bb:7
Db,Db:maj
Eb-7,Eb:min7
Ab7/D,Ab:7/#4
A-7,A:min7
