original,converted
Bbj7,Bb:maj7
Fj7,F:maj7
A-7,A:min7
C7,C:7
Abo,Ab:dim
C-7,C:min7
Bb-7,Bb:min7
F6,F:maj6
G-7,G:min7
F7,F:7
