original,converted
Dj7911#,D:maj9(#11)
Bb79,Bb:9
Absus7,Ab:sus4(b7)
G-79,G:min9
C-79,C:min9
Gsus7,G:sus4(b7)
Ej7,E:maj7
Gbj79,Gb:maj9
Bsus7,B:sus4(b7)
F-79,F:min9
