original,converted
D-7,D:min7
Cj7,C:maj7
Dj7,D:maj7
G7,G:7
D7,D:7
E7,E:7
A7,A:7
A-7,A:min7
Bb7,Bb:7
Gsus7,G:sus4(b7)
