original,converted
A-7,A:min7
Eb7,Eb:7
D7,D:7
Abj7,Ab:maj7
Bb7,Bb:7
F-7,F:min7
Gj7,G:maj7
C+7,C:aug(b7)
G7,G:7
Bb-7,Bb:min7
