original,converted
Eb-7,Eb:min7
C#-7,C#:min7
C-7,C:min7
Eb7,Eb:7
Bb7,Bb:7
F-7,F:min7
G7,G:7
D-7,D:min7
F7,F:7
Ab7,Ab:7
