original,converted
Bb-7913,Bb:min9(113)
Gsus/A,G:sus4/9
Dbj7911#/C,Db:maj9(#11)/7
C-j7913,"C:minmaj7(113,9)"
C-j7911#,"C:minmaj7(#11,9)"
B/C,B:maj/b9
Ab+j7/C,Ab:aug(7)/3
Ab79/C,Ab:9/3
C-7911,C:min9(11)
F/A,F:maj/3
