original,converted
Fo,F:dim
Fj7,F:maj7
Bb7,Bb:7
Eb-,Eb:min
Ebj7,Eb:maj7
Gbj7,Gb:maj7
Abj7,Ab:maj7
Eb7,Eb:7
Go,G:dim
C7,C:7
