original,converted
F-7,F:min7
Am7b5,A:hdim7
Ebj7,Eb:maj7
F7/Eb,F:7/b7
E/Eb,E:maj/b1
Bb7,Bb:7
G79b,G:7(b9)
F-/Eb,F:min/b7
Dm7b5,D:hdim7
Ab-7,Ab:min7
