original,converted
Bbj7,Bb:maj7
C7,C:7
F7,F:7
Ab7,Ab:7
G-6,G:min6
G-7,G:min7
Bb6,Bb:maj6
Am7b5,A:hdim7
D7,D:7
G7,G:7
