original,converted
Ab7,Ab:7
Eb7,Eb:7
Db7913,Db:9(113)
Ab-7,Ab:min7
Bb-7/Eb,Bb:min7/4
Ab-,Ab:min
Bb-7,Bb:min7
Gb7,Gb:7
