original,converted
E-7,E:min7
A79#,A:7(#9)
D-7,D:min7
G7,G:7
A7,A:7
F#o,F#:dim
C7/E,C:7/3
C/G,C:maj/5
Em7b5,E:hdim7
C69,C:maj6(9)
