original,converted
Bb7,Bb:7
Bb-7,Bb:min7
Gb7,Gb:7
F#7,F#:7
Ab,Ab:maj
A7,A:7
Ab7,Ab:7
Eb7,Eb:7
E7,E:7
B7,B:7
