original,converted
Eb7,Eb:7
A7,A:7
Bb-7,Bb:min7
NC,N
Em7b5,E:hdim7
D-6,D:min6
D-7,D:min7
D-,D:min
Fj7,F:maj7
Ab7,Ab:7
