original,converted
C7,C:7
B7,B:7
Abj7,Ab:maj7
Bb7,Bb:7
Gj7,G:maj7
Ebj7,Eb:maj7
A-7,A:min7
F#-7,F#:min7
G7,G:7
C+7,C:aug(b7)
