original,converted
Ab,Ab:maj
NC,N
Eb,Eb:maj
Ebj7,Eb:maj7
Bbj7,Bb:maj7
Bb,Bb:maj
Dbj7,Db:maj7
Ab-7,Ab:min7
Ab-,Ab:min
Db,Db:maj
