original,converted
D-7911,D:min9(11)
G-7,G:min7
A-7,A:min7
D-7,D:min7
Abj7,Ab:maj7
A7,A:7
E7,E:7
A7911#,A:9(#11)
Bbj7,Bb:maj7
Eb7,Eb:7
