original,converted
F-7,F:min7
Ebj7,Eb:maj7
F-,F:min
F7,F:7
C+7,C:aug(b7)
Eb6,Eb:maj6
Bbsus79,"Bb:sus4(b7,9)"
C7,C:7
Bb7,Bb:7
D7,D:7
