original,converted
F-,F:min
Gm7b5,G:hdim7
C79b,C:7(b9)
Bb79#,Bb:7(#9)
F-7,F:min7
Bb-6,Bb:min6
Dbj7,Db:maj7
Eb-7,Eb:min7
Ebj7,Eb:maj7
Ab79#,Ab:7(#9)
