key	distribution	start offset	end offset	quarter length	start measure	end measure	measure length
Db	[4.5, 10.0, 0.0, 6.0, 0.0, 13.5, 4.0, 0.0, 23.5, 0.0, 6.5, 1.5]	0.0	28.0	28.0	1	7	6
Ab	[9.5, 14.0, 0.5, 17.5, 0.0, 13.5, 0.0, 13.0, 10.0, 0.0, 16.0, 0.0]	28.0	64.0	36.0	8	16	8
Db	[7.0, 24.5, 0.0, 4.0, 13.0, 11.0, 2.0, 9.0, 22.0, 0.0, 10.0, 0.0]	64.0	98.0	34.0	17	25	8
