original,converted
A:IV6,D:maj/3
A:ii,B:min
A:i,A:min
A:I,A:maj
A:bVI,F:maj
A:bIII,C:maj
A:V,E:maj
A:IV,D:maj
A:bVII,G:maj
A:iii,C#:min
