original,converted
Bb:I,Bb:maj
Bb:ii,C:min
Bb:vi,G:min
Bb:bVIId7,Ab:7
Bb:V6,F:maj/3
Bb:ii65,C:min7/b3
Bb:IV,Eb:maj
Bb:V7/vi,D:7
Bb:V/V,C:maj
Bb:V,F:maj
