original,converted
Eb:bIII,Gb:maj
Db:I,Db:maj
Db:bVII,Cb:maj
Eb:bVI,Cb:maj
Eb:iv,Ab:min
Eb:i,Eb:min
Db:V,Ab:maj
Eb:bVII,Db:maj
Db:IV,Gb:maj
Eb:V,Bb:maj
