original,converted
Bb:I,Bb:maj
Bb:bII,Cb:maj
Bb:vi,G:min
Bb:II7,C:7
Bb:IV,Eb:maj
Bb:VI,G:maj
Bb:bVII,Ab:maj
Bb:bVI,Gb:maj
Bb:VII,A:maj
Bb:V,F:maj
