original,converted
D:bVI,Bb:maj
C:V,G:maj
E:I,E:maj
C:IV,F:maj
D:bVII,C:maj
C:bVIId7,Bb:7
D:i,D:min
E:ii,F#:min
E:vi,C#:min
C:I,C:maj
