original,converted
G:I,G:maj
G:vi,E:min
G:bVId7/V,Bb:7
G:iii64,B:min/5
G:I64,G:maj/5
G:V7/vi,B:7
G:IV,C:maj
G:viix7/V,"C#:(*3,4,*5,b7)"
G:V,D:maj
G:ii7,A:min7
