original,converted
Bb:IV9,Eb:maj9
Bb:bVII9,Ab:7(b9)
Bb:I6,Bb:maj/3
Bb:vi7,G:min7
Bb:ii11,C:min9(4)
Bb:ii,C:min
Bb:I,Bb:maj
Bb:V,F:maj
Bb:V6,F:maj/3
Bb:I64,Bb:maj/5
