original,converted
Eb:i7,Eb:min7
Eb:V,Bb:maj
Eb:#IV,A:maj
Eb:Va,Bb:maj
Eb:R,Eb:R
Eb:bVIb5,"Cb:(3,b5)"
Eb:IV,Ab:maj
