original,converted
F:ii,G:min
Ab:I,Ab:maj
Ab:Id7,Ab:7
F:I,F:maj
F:V,C:maj
Eb:bVI,Cb:maj
Eb:bVII,Db:maj
Bb:I,Bb:maj
Bb:IV,Eb:maj
Eb:i,Eb:min
