original,converted
Bb:IV,Eb:maj
Bb:ii64,C:min/5
Eb:V,Bb:maj
Eb:I,Eb:maj
Eb:iv,Ab:min
Eb:iv6/II,Bb:min/b3
A:bIII64,C:maj/5
A:IV64,D:maj/5
A:I,A:maj
Eb:ii,F:min
