original,converted
C:bVII,Bb:maj
C:I,C:maj
A:i,A:min
C:bVI,Ab:maj
G:v6,D:min/b3
F:I6,F:maj/3
F:v,C:min
F:V/vi,A:maj
G:V7/ii,E:7
A:V65,E:7/3
