original,converted
D:V11,A:9(4)
D:I,D:maj
Db:vi7,Bb:min7
Db:I,Db:maj
D:ii7,E:min7
Db:V11,Ab:9(4)
D:iii7,F#:min7
Db:iii7,F:min7
D:vi7,B:min7
Db:ii7,Eb:min7
