original,converted
Eb:I64,Eb:maj/5
Eb:IV,Ab:maj
Eb:IV64,Ab:maj/5
Eb:I,Eb:maj
Eb:VI7,C:7
Eb:vi42,C:min7/b7
Eb:bVII,Db:maj
Eb:vi7,C:min7
Eb:viix7/vi,"B:(*3,4,*5,b7)"
Eb:vi,C:min
