original,converted
C:Va65/vi,E:7/3
Db:I64,Db:maj/5
Db:V11,Ab:9(4)
Db:iih43,Eb:min7/5
C:I,C:maj
C:ii9,D:min9
Db:vi7,Bb:min7
Db:Va65/vi,F:7/3
C:V,G:maj
C:iih42,D:min7/b7
