original,converted
A:IV,D:maj
A:I,A:maj
E:I,E:maj
A:V,E:maj
A:I6,A:maj/3
F#:IV,B:maj
A:ii,B:min
F#:I,F#:maj
A:iii,C#:min
E:V,B:maj
