original,converted
C:IV,F:maj
C:vi,A:min
C:iii64,E:min/5
C:I,C:maj
C:IV64,F:maj/5
C:V,G:maj
C:ii,D:min
C:I64,C:maj/5
C:vi64,A:min/5
