original,converted
G:VI,E:maj
G:IV,C:maj
G:iii64,B:min/5
G:I,G:maj
G:vi42,E:min7/b7
G:bVII,F:maj
G:vi,E:min
E:I,E:maj
G:ii,A:min
E:V,B:maj
