original,converted
A:IV64,D:maj/5
A:IV,D:maj
A:I,A:maj
A:V,E:maj
A:bIII,C:maj
A:bVII,G:maj
B:I,B:maj
B:IV,E:maj
A:V/V,B:maj
B:IV64,E:maj/5
