original,converted
C:I,C:maj
C:IV,F:maj
C:II,D:maj
C:I42,C:maj7/7
C:IV64,F:maj/5
C:R,C:R
C:ii43,D:min7/5
C:V64,G:maj/5
C:V11,G:9(4)
