original,converted
Eb:I,Eb:maj
F:I,F:maj
Bb:I,Bb:maj
Bb:IV,Eb:maj
F:V,C:maj
Bb:V,F:maj
Eb:IV,Ab:maj
F:IV,Bb:maj
Eb:V,Bb:maj
