original,converted
F#:bIII,A:maj
F#:bVI,D:maj
F#:V,C#:maj
F#:I,F#:maj
F#:IV,B:maj
F#:bII,G:maj
F#:I#9,F#:maj7(#9)
F#:V42/IV,F#:7/b7
F#:V42/VII,B#:7/b7
F#:#IV,B#:maj
