original,converted
Bb:I42,Bb:maj7/7
F:V,C:maj
F:I,F:maj
F:IV,Bb:maj
F:V7,C:7
F:bVII,Eb:maj
Bb:I,Bb:maj
Bb:V/V,C:maj
Bb:V,F:maj
Bb:V7,F:7
