original,converted
F:V7/vi,A:7
F:I,F:maj
F:V7,C:7
F:II,G:maj
F:ii,G:min
F:vi7,D:min7
F:Vs4/vi,"A:(*3,4,*5)"
F:IV,Bb:maj
F:vi,D:min
F:IV7,Bb:maj7
