original,converted
G:ii,A:min
G:I,G:maj
G:V,D:maj
G:vi,E:min
G:IV,C:maj
G:V/V,A:maj
G:bVII,F:maj
G:VI,E:maj
G:V7b9,"D:(*3,*5,b7,b9)"
G:R,G:R
